"","total_claim_amount","pol_bonus","pol_coverage","pol_duration","pol_sit_duration","pol_pay_freq","pol_payd","pol_usage","pol_insee_code","drv_drv2","drv_age1","drv_age2","drv_sex1","drv_sex2","drv_age_lic1","drv_age_lic2","vh_age","vh_cyl","vh_din","vh_fuel","vh_make","vh_model","vh_sale_begin","vh_sale_end","vh_speed","vh_type","vh_value","vh_weight"
"10935",1947.71,0.5,"Maxi",7,6,"Yearly","No","WorkPrivate","59653","No",48,0,"F","",28,0,10,2800,127,"Diesel","FIAT","DUCATO",11,9,152,"Commercial",28082,0
"10936",3428.14,0.5,"Maxi",3,1,"Yearly","No","WorkPrivate","34108","No",60,0,"M","",39,0,6,1896,131,"Diesel","SKODA","SUPERB",9,6,205,"Tourism",26400,1465
"10937",-1859.56,0.5,"Mini",2,2,"Yearly","No","WorkPrivate","91114","Yes",49,49,"M","F",31,29,25,2446,86,"Diesel","TOYOTA","LAND CRUISER",25,21,130,"Commercial",20421,2210
"10938",-689.27,0.5,"Maxi",6,1,"Monthly","No","WorkPrivate","62848","Yes",44,35,"M","F",24,12,1,1461,86,"Diesel","DACIA","LOGAN",3,1,161,"Tourism",13300,1255
"10939",392.58,0.5,"Median2",27,1,"Monthly","No","WorkPrivate","49261","No",53,0,"F","",33,0,4,1560,90,"Diesel","PEUGEOT","PARTNER",6,3,163,"Tourism",18900,1110
"10940",575.36,0.68,"Maxi",11,1,"Monthly","No","WorkPrivate","38314","No",59,0,"F","",35,0,2,1242,60,"Gasoline","FIAT","PANDA",3,3,155,"Tourism",9190,860
"10941",-250.95,0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","64399","No",32,0,"M","",14,0,3,1870,131,"Diesel","RENAULT","MEGANE",6,5,200,"Tourism",23750,1250
"10942",1390.69,0.5,"Maxi",27,3,"Yearly","No","Retired","78531","No",68,0,"F","",44,0,3,998,68,"Gasoline","TOYOTA","AYGO",6,1,157,"Tourism",11650,790
"10943",5751.12,0.64,"Maxi",2,2,"Biannual","No","Professional","75116","No",39,0,"F","",14,0,3,1368,100,"Gasoline","FIAT","500",4,1,182,"Tourism",15950,930
"10944",646.41,0.5,"Maxi",4,1,"Quarterly","No","Professional","62894","Yes",43,46,"M","F",24,23,1,1968,140,"Diesel","VOLKSWAGEN","TIGUAN",2,1,190,"Tourism",33930,1478
"10945",319.59,0.5,"Maxi",9,1,"Yearly","No","Retired","72065","Yes",75,73,"M","F",57,47,9,1390,96,"Gasoline","RENAULT","MEGANE",12,11,185,"Tourism",15535,1080
"10946",263.87,0.5,"Median1",1,1,"Monthly","No","WorkPrivate","79295","Yes",55,54,"M","F",36,22,15,954,51,"Gasoline","CITROEN","AX",18,15,151,"Tourism",8827,700
"10947",1236,0.5,"Median1",4,1,"Yearly","No","WorkPrivate","47318","Yes",57,21,"M","F",38,3,13,1870,64,"Diesel","RENAULT","MEGANE",13,12,160,"Tourism",14925,1110
"10948",681.65,0.5,"Median2",18,1,"Yearly","Yes","WorkPrivate","73008","No",72,0,"M","",48,0,8,1587,109,"Gasoline","PEUGEOT","307",10,7,190,"Tourism",16300,1176
"10949",263.53,0.5,"Median2",10,3,"Yearly","No","WorkPrivate","52121","Yes",37,44,"M","F",19,25,12,1910,101,"Diesel","FIAT","BRAVO",13,11,182,"Tourism",15687,1180
"10950",2057.14,0.5,"Maxi",5,1,"Monthly","No","WorkPrivate","94038","No",53,0,"M","",34,0,7,1560,109,"Diesel","CITROEN","XSARA",7,6,183,"Tourism",23500,1313
"10951",356.9,0.5,"Maxi",28,3,"Biannual","No","Retired","38486","Yes",66,35,"F","M",46,16,7,1461,66,"Diesel","RENAULT","CLIO",10,8,163,"Tourism",13050,960
"10952",1236,0.5,"Maxi",18,1,"Biannual","No","WorkPrivate","59165","No",61,0,"M","",42,0,9,2295,198,"Gasoline","MERCEDES BENZ","CLK",11,9,233,"Tourism",46180,1350
"10953",153.16,0.8,"Maxi",12,2,"Monthly","No","WorkPrivate","59183","No",45,0,"M","",24,0,3,998,70,"Gasoline","TOYOTA","YARIS",6,2,155,"Tourism",11950,980
"10954",713.96,0.5,"Maxi",13,3,"Yearly","No","Retired","42248","Yes",65,64,"M","F",44,46,8,1870,120,"Diesel","RENAULT","MEGANE",9,6,196,"Tourism",22800,1270
"10955",856.24,0.58,"Maxi",4,1,"Yearly","No","Retired","78562","Yes",62,61,"M","F",44,34,4,2179,161,"Diesel","LAND ROVER","FREELANDER",5,1,181,"Tourism",33360,1815
"10956",785.07,0.68,"Maxi",3,3,"Yearly","No","WorkPrivate","78297","No",34,0,"M","",16,0,3,1461,106,"Diesel","RENAULT","SCENIC",6,5,178,"Tourism",23150,1465
"10957",2734.61,0.5,"Maxi",7,3,"Yearly","No","Retired","55291","No",67,0,"F","",43,0,6,1149,75,"Gasoline","RENAULT","TWINGO",11,5,170,"Tourism",11300,845
"10958",545.94,0.5,"Maxi",1,1,"Yearly","No","WorkPrivate","21515","No",58,0,"M","",40,0,9,2685,170,"Diesel","MERCEDES BENZ","E270",12,9,225,"Tourism",41545,1630
"10959",645.86,0.5,"Maxi",27,1,"Yearly","No","AllTrips","49349","Yes",59,34,"M","M",40,16,1,1461,106,"Diesel","RENAULT","KANGOO",4,1,170,"Tourism",20600,1430
"10960",458.37,0.5,"Maxi",27,2,"Yearly","No","Retired","62132","No",76,0,"M","",53,0,2,1124,60,"Gasoline","PEUGEOT","206",2,1,155,"Tourism",11550,945
"10961",170.73,0.51,"Maxi",7,6,"Monthly","No","WorkPrivate","51108","No",34,0,"M","",11,0,11,1596,101,"Gasoline","FORD","FOCUS",13,10,185,"Tourism",14956,1077
"10962",4399.64,0.67,"Maxi",5,5,"Monthly","No","Retired","56262","No",69,0,"M","",49,0,10,2179,134,"Diesel","CITROEN","C5",10,7,205,"Tourism",29450,1560
"10963",2683.76,0.6,"Maxi",25,5,"Monthly","No","Professional","68224","Yes",57,29,"M","F",38,111,5,1997,90,"Diesel","CITROEN","BERLINGO",9,7,163,"Commercial",15727,1110
"10964",415.69,0.5,"Maxi",2,1,"Monthly","No","WorkPrivate","34270","No",40,0,"F","",22,0,6,1968,136,"Diesel","VOLKSWAGEN","PASSAT",7,6,211,"Tourism",28440,1367
"10965",223.63,0.5,"Maxi",19,1,"Monthly","No","WorkPrivate","23096","No",56,0,"F","",28,0,5,1399,68,"Diesel","FORD","FUSION",8,1,158,"Tourism",17540,1102
"10966",344.81,0.5,"Maxi",27,4,"Biannual","No","Retired","06029","Yes",78,71,"M","F",55,33,8,1360,74,"Gasoline","CITROEN","C3",9,9,162,"Tourism",12950,1095
"10967",669.84,0.5,"Maxi",27,2,"Yearly","No","Retired","81202","Yes",66,61,"M","F",47,34,2,1560,109,"Diesel","CITROEN","C5",3,1,191,"Tourism",24300,1503
"10968",1344.23,0.5,"Maxi",19,1,"Monthly","No","Retired","10081","No",72,0,"F","",46,0,9,1598,108,"Gasoline","RENAULT","MEGANE",12,11,195,"Tourism",15992,1085
"10969",252.66,0.5,"Maxi",2,2,"Monthly","No","WorkPrivate","07181","No",60,0,"M","",39,0,5,1587,109,"Gasoline","CITROEN","C4",7,3,194,"Tourism",20100,1200
"10970",523.28,0.69,"Median2",5,5,"Biannual","No","WorkPrivate","40006","No",62,0,"M","",39,0,8,1461,82,"Diesel","RENAULT","MEGANE",9,6,170,"Tourism",19900,1195
"10971",796.09,0.5,"Median2",6,2,"Biannual","No","WorkPrivate","56121","Yes",45,40,"M","F",26,21,15,2435,140,"Gasoline","VOLVO","850",17,17,205,"Tourism",26679,1433
"10972",453.97,0.5,"Maxi",1,1,"Biannual","No","WorkPrivate","31555","Yes",60,25,"F","F",40,5,1,1560,90,"Diesel","FORD","FIESTA",3,1,175,"Tourism",17380,1041
"10973",6049.11,0.5,"Median1",4,1,"Monthly","No","WorkPrivate","91174","Yes",50,19,"M","M",32,1,17,1896,90,"Diesel","VOLKSWAGEN","GOLF",18,17,180,"Tourism",16755,1145
"10974",8368.17,0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","21038","No",59,0,"M","",38,0,9,2148,143,"Diesel","MERCEDES BENZ","C220",11,8,220,"Tourism",37165,1520
"10975",75.88,0.5,"Maxi",3,1,"Biannual","No","WorkPrivate","57443","No",46,0,"M","",27,0,1,1390,75,"Gasoline","DACIA","SANDERO",2,1,161,"Tourism",9890,1036
"10976",907.22,0.5,"Maxi",10,1,"Biannual","No","Professional","94017","No",51,0,"M","",28,0,10,2148,116,"Diesel","MERCEDES BENZ","E200",12,9,199,"Tourism",32548,1465
"10977",467.41,0.5,"Maxi",26,2,"Yearly","No","WorkPrivate","88355","No",61,0,"M","",42,0,13,2088,109,"Diesel","CITROEN","EVASION",15,13,175,"Tourism",32167,1615
"10978",946.27,0.5,"Maxi",13,1,"Yearly","Yes","Retired","81120","No",84,0,"M","",32,0,11,1868,70,"Diesel","PEUGEOT","206",13,8,161,"Tourism",12750,1010
"10979",113.46,0.5,"Median1",16,2,"Biannual","No","WorkPrivate","13208","No",60,0,"F","",34,0,11,1149,59,"Gasoline","RENAULT","TWINGO",13,11,151,"Tourism",8522,823
"10980",3844.89,0.5,"Median2",12,3,"Yearly","No","WorkPrivate","29019","No",64,0,"M","",29,0,10,2148,143,"Diesel","MERCEDES BENZ","C220",11,8,215,"Tourism",39130,1545
"10981",92.39,1.12,"Median1",2,1,"Yearly","No","WorkPrivate","94078","No",41,0,"M","",12,0,21,1043,45,"Gasoline","VOLKSWAGEN","POLO",26,18,145,"Tourism",8065,750
"10982",-731.7,0.5,"Maxi",6,2,"Monthly","No","WorkPrivate","54367","No",52,0,"M","",33,0,12,2435,140,"Gasoline","VOLVO","S80",13,9,205,"Tourism",29950,1400
"10983",1279.49,0.5,"Maxi",3,3,"Biannual","No","Retired","35238","No",76,0,"M","",54,0,9,1870,101,"Diesel","RENAULT","LAGUNA",10,7,185,"Tourism",23300,1315
"10984",402.7,0.5,"Maxi",16,1,"Yearly","No","WorkPrivate","44069","No",44,0,"M","",26,0,5,1461,86,"Diesel","RENAULT","MEGANE",6,5,174,"Tourism",19200,1195
"10985",426.48,0.5,"Median2",30,8,"Yearly","No","Retired","13203","No",85,0,"M","",54,0,16,1905,71,"Diesel","PEUGEOT","306",18,15,162,"Tourism",14773,1080
"10986",388.38,0.64,"Maxi",5,1,"Monthly","No","WorkPrivate","76169","Yes",31,26,"M","F",9,7,4,1461,86,"Diesel","RENAULT","CLIO",6,4,174,"Tourism",17450,1175
"10987",302.75,0.5,"Maxi",4,4,"Yearly","No","WorkPrivate","92063","No",64,0,"M","",45,0,4,1149,75,"Gasoline","RENAULT","TWINGO",4,1,173,"Tourism",13250,955
"10988",516.29,0.5,"Median2",16,2,"Biannual","No","Retired","88178","No",59,0,"M","",41,0,11,1761,112,"Gasoline","PEUGEOT","306",13,11,192,"Tourism",14910,1095
"10989",1010.41,0.57,"Mini",8,3,"Yearly","No","WorkPrivate","29019","No",47,0,"M","",29,0,15,1699,68,"Diesel","OPEL","ASTRA",17,13,164,"Tourism",13645,1070
"10990",-841.87,0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","59350","No",45,0,"M","",25,0,2,1198,60,"Gasoline","VOLKSWAGEN","POLO",4,2,157,"Tourism",11450,1014
"10991",969.29,0.5,"Maxi",25,1,"Biannual","Yes","Retired","73179","No",81,0,"F","",53,0,8,1587,109,"Gasoline","PEUGEOT","307",10,7,190,"Tourism",16300,1176
"10992",1344.96,0.5,"Median2",6,1,"Monthly","No","WorkPrivate","33539","No",55,0,"M","",36,0,11,1868,70,"Diesel","CITROEN","BERLINGO",13,9,144,"Commercial",13096,1155
"10993",143.44,0.5,"Maxi",13,5,"Monthly","No","Retired","08105","Yes",79,76,"M","F",55,51,5,1149,75,"Gasoline","RENAULT","MODUS",7,6,163,"Tourism",12900,1120
"10994",5263.01,0.6,"Median2",10,5,"Biannual","No","WorkPrivate","92012","No",43,0,"F","",24,0,10,1348,82,"Gasoline","NISSAN","MICRA",11,10,170,"Tourism",10443,907
"10995",50,0.5,"Maxi",2,2,"Yearly","No","Professional","92009","No",52,0,"M","",33,0,2,1984,200,"Gasoline","AUDI","A3",3,1,231,"Tourism",42040,1485
"10996",1236,0.72,"Maxi",12,1,"Monthly","No","WorkPrivate","62628","No",38,0,"M","",15,0,8,1749,116,"Gasoline","CITROEN","C5",9,9,196,"Tourism",18950,1320
"10997",2870.52,0.51,"Maxi",3,3,"Monthly","No","WorkPrivate","62291","No",33,0,"F","",15,0,9,1199,75,"Gasoline","OPEL","CORSA",11,8,170,"Tourism",13250,960
"10998",157.48,0.5,"Maxi",16,3,"Monthly","No","WorkPrivate","91200","No",45,0,"M","",19,0,13,1896,90,"Diesel","VOLKSWAGEN","GOLF",14,11,180,"Tourism",18508,1260
"10999",5906.28,0.5,"Maxi",30,1,"Yearly","No","WorkPrivate","75115","No",63,0,"F","",44,0,6,2148,109,"Diesel","MERCEDES BENZ","VITO",8,5,157,"Commercial",24004,0
"11000",488.12,0.54,"Median2",8,3,"Monthly","No","WorkPrivate","66021","Yes",38,34,"M","F",18,11,9,1896,131,"Diesel","AUDI","A4",11,7,207,"Tourism",30190,1395
"11001",1589.2,0.97,"Maxi",12,3,"Biannual","No","Retired","16281","Yes",78,74,"M","F",53,41,4,1248,70,"Diesel","OPEL","COMBO",7,4,150,"Commercial",14352,1203
"11002",1116.55,0.5,"Maxi",4,2,"Yearly","No","WorkPrivate","54263","Yes",38,42,"F","M",19,21,5,2148,109,"Diesel","MERCEDES BENZ","VITO",8,5,157,"Tourism",30700,2770
"11003",1105.54,0.77,"Median1",4,1,"Quarterly","No","WorkPrivate","59299","Yes",35,27,"M","F",10,5,8,1868,70,"Diesel","CITROEN","BERLINGO",9,5,142,"Tourism",14250,1267
"11004",891.96,0.5,"Maxi",26,1,"Monthly","No","WorkPrivate","28070","Yes",50,42,"M","F",28,18,5,1995,123,"Diesel","BMW","118",7,5,201,"Tourism",25050,1310
"11005",1214.08,0.5,"Median1",2,2,"Yearly","No","WorkPrivate","57598","No",49,0,"M","",21,0,14,2155,75,"Diesel","MERCEDES BENZ","E220",16,12,180,"Tourism",30000,1385
"11006",319.22,0.5,"Maxi",3,2,"Biannual","No","Retired","30037","Yes",63,69,"M","F",42,43,8,1587,109,"Gasoline","PEUGEOT","307",10,7,190,"Tourism",18350,1193
"11007",174.66,0.57,"Maxi",8,1,"Monthly","No","WorkPrivate","72181","No",30,0,"F","",10,0,10,1868,70,"Diesel","PEUGEOT","206",13,9,161,"Tourism",12290,1010
"11008",-733.26,0.5,"Maxi",9,4,"Monthly","No","WorkPrivate","86183","No",35,0,"F","",17,0,7,1997,90,"Diesel","PEUGEOT","307",9,6,174,"Tourism",18450,1243
"11009",63.39,0.5,"Maxi",2,2,"Biannual","No","WorkPrivate","76447","Yes",47,47,"M","F",18,29,7,1995,150,"Diesel","BMW","320",8,6,221,"Tourism",31750,1415
"11010",-1072.21,0.85,"Median1",4,1,"Biannual","No","WorkPrivate","03185","No",23,0,"F","",4,0,8,1149,75,"Gasoline","RENAULT","TWINGO",11,5,170,"Tourism",10500,845
"11011",165.79,0.5,"Median2",6,3,"Yearly","No","WorkPrivate","64109","No",36,0,"M","",18,0,16,1975,74,"Diesel","TOYOTA","CARINA",19,16,165,"Tourism",17829,1200
"11012",1010.41,0.5,"Median2",16,1,"Monthly","No","Retired","44215","Yes",65,67,"M","F",40,24,13,2188,113,"Diesel","RENAULT","ESPACE",15,12,175,"Tourism",27365,1630
"11013",168.32,0.5,"Maxi",3,3,"Yearly","No","Retired","32459","No",76,0,"F","",46,0,7,1997,138,"Diesel","CITROEN","C5",7,6,205,"Tourism",24350,1486
"11014",1236,0.5,"Median2",4,1,"Yearly","No","Retired","22251","No",70,0,"M","",44,0,7,1747,140,"Gasoline","ALFA ROMEO","ALFA 156",9,8,208,"Tourism",22600,1315
"11015",101.59,0.5,"Maxi",26,1,"Monthly","No","WorkPrivate","59350","Yes",50,39,"M","F",29,19,10,1598,108,"Gasoline","RENAULT","MEGANE",12,11,195,"Tourism",15992,1085
"11016",179.83,0.5,"Maxi",1,1,"Yearly","No","WorkPrivate","77495","No",50,0,"M","",32,0,3,1242,82,"Gasoline","FORD","FIESTA",3,1,168,"Tourism",15900,979
"11017",401.75,0.5,"Mini",17,2,"Yearly","No","WorkPrivate","93066","Yes",74,45,"M","M",40,27,24,1905,131,"Gasoline","PEUGEOT","309",24,18,206,"Tourism",16831,950
"11018",1591.54,0.5,"Maxi",10,4,"Biannual","No","Retired","45302","Yes",74,70,"M","F",52,39,10,1870,102,"Diesel","RENAULT","SCENIC",11,10,174,"Tourism",20124,1290
"11019",-753.99,0.54,"Median2",13,6,"Monthly","No","WorkPrivate","38185","Yes",39,41,"F","M",18,22,9,1149,59,"Gasoline","RENAULT","TWINGO",13,11,151,"Tourism",8522,823
"11020",171.02,0.5,"Maxi",14,4,"Yearly","No","Retired","51454","No",70,0,"M","",48,0,6,1398,93,"Diesel","CITROEN","C3",9,9,180,"Tourism",14250,1058
"11021",3094.99,0.5,"Maxi",20,3,"Biannual","No","WorkPrivate","85143","No",47,0,"F","",28,0,8,1868,70,"Diesel","PEUGEOT","PARTNER",9,6,142,"Tourism",14400,1185
"11022",408.07,0.5,"Maxi",4,2,"Monthly","No","WorkPrivate","59207","No",67,0,"M","",35,0,2,1206,85,"Gasoline","CHEVROLET","AVEO",3,1,170,"Tourism",10190,1030
"11023",565.13,0.5,"Maxi",26,11,"Yearly","No","Retired","74173","No",80,0,"F","",53,0,15,1973,75,"Diesel","NISSAN","ALMERA",16,13,156,"Tourism",13858,1140
"11024",401.15,0.5,"Mini",6,1,"Monthly","No","WorkPrivate","77432","Yes",36,36,"F","M",16,18,14,1149,59,"Gasoline","RENAULT","TWINGO",15,12,152,"Tourism",9620,823
"11025",394,0.5,"Maxi",25,2,"Biannual","No","WorkPrivate","93048","No",55,0,"F","",35,0,2,1399,68,"Diesel","FORD","FUSION",9,1,158,"Tourism",14640,1102
"11026",2251.74,0.68,"Median2",14,1,"Monthly","Yes","WorkPrivate","92023","Yes",33,34,"M","F",15,13,17,1764,140,"Gasoline","RENAULT","CLIO",21,15,212,"Tourism",18599,975
"11027",1213.51,0.5,"Maxi",22,5,"Biannual","No","Retired","60286","No",67,0,"M","",45,0,8,1997,90,"Diesel","PEUGEOT","307",10,7,179,"Tourism",18100,1243
"11028",481.43,0.5,"Maxi",4,3,"Yearly","No","Professional","25574","No",56,0,"F","",32,0,3,1560,90,"Diesel","CITROEN","BERLINGO",6,4,163,"Commercial",17282,1240
"11029",60.29,0.64,"Median1",7,4,"Monthly","No","WorkPrivate","13054","No",48,0,"F","",30,0,15,2664,125,"Diesel","NISSAN","TERRANO 2",15,13,155,"Tourism",25292,1875
"11030",24.6900000000001,0.62,"Maxi",3,1,"Monthly","No","WorkPrivate","35353","No",37,0,"F","",18,0,8,1461,82,"Diesel","RENAULT","KANGOO",8,6,160,"Tourism",16300,1065
"11031",-406.1,0.5,"Median2",14,2,"Quarterly","No","Professional","64335","No",59,0,"F","",40,0,13,954,51,"Gasoline","PEUGEOT","106",15,13,150,"Tourism",9590,815
"11032",317.92,0.5,"Maxi",8,1,"Quarterly","No","Professional","61505","No",54,0,"F","",31,0,13,1149,59,"Gasoline","RENAULT","CLIO",13,13,160,"Tourism",10199,890
"11033",5137.04,0.5,"Maxi",1,1,"Biannual","No","Professional","91312","No",60,0,"M","",39,0,4,5462,388,"Gasoline","MERCEDES BENZ","GL500",5,1,240,"Tourism",100400,2370
"11034",143.26,0.5,"Median1",18,8,"Biannual","No","WorkPrivate","62443","No",38,0,"M","",18,0,19,1108,49,"Gasoline","RENAULT","CLIO",21,18,145,"Tourism",8294,815
"11035",60.29,0.5,"Median2",26,7,"Yearly","No","WorkPrivate","54105","No",75,0,"M","",50,0,22,1360,73,"Gasoline","CITROEN","BX",23,22,167,"Tourism",10093,900
"11036",972.11,0.5,"Maxi",1,1,"Yearly","No","Professional","68066","Yes",45,49,"F","F",8,30,1,1149,77,"Gasoline","RENAULT","TWINGO",1,1,169,"Tourism",10850,864
"11037",1236,0.5,"Median2",9,2,"Monthly","No","WorkPrivate","95063","No",41,0,"M","",21,0,7,1997,90,"Diesel","CITROEN","XSARA",12,6,175,"Tourism",20750,1320
"11038",87.97,0.5,"Maxi",9,3,"Yearly","No","WorkPrivate","75110","Yes",47,37,"M","F",28,13,9,1997,90,"Diesel","CITROEN","XSARA",12,6,175,"Tourism",20750,1320
"11039",1236,0.76,"Maxi",1,1,"Monthly","No","WorkPrivate","59616","Yes",27,26,"F","M",8,7,6,1896,116,"Diesel","FORD","GALAXY",11,6,181,"Tourism",28750,1760
"11040",579.34,0.5,"Median2",11,2,"Biannual","No","Professional","19140","No",46,0,"M","",28,0,33,3320,77,"Diesel","SAVIEM","SG3",37,28,90,"Commercial",14369,0
"11041",189.29,0.57,"Maxi",1,1,"Monthly","No","WorkPrivate","62604","No",48,0,"F","",25,0,5,1896,105,"Diesel","VOLKSWAGEN","NEW BEETLE",6,1,180,"Tourism",23680,1291
"11042",-245.78,0.5,"Maxi",24,4,"Monthly","No","WorkPrivate","76351","No",53,0,"F","",33,0,10,1149,59,"Gasoline","RENAULT","TWINGO",13,11,151,"Tourism",8522,823
"11043",3474.08,0.5,"Maxi",10,10,"Yearly","No","WorkPrivate","75112","No",55,0,"M","",35,0,10,1998,150,"Gasoline","TOYOTA","RAV4",11,8,175,"Tourism",25000,1365
"11044",527.03,0.5,"Median2",9,1,"Biannual","No","WorkPrivate","44101","No",55,0,"M","",34,0,6,1461,82,"Diesel","RENAULT","MEGANE",9,6,170,"Commercial",15907,1195
"11045",1253.82,0.5,"Maxi",25,2,"Monthly","No","AllTrips","56185","No",46,0,"M","",28,0,2,1995,115,"Diesel","RENAULT","TRAFIC",4,4,160,"Commercial",25714,0
"11046",159.78,0.5,"Median2",18,3,"Monthly","No","WorkPrivate","33281","No",55,0,"M","",36,0,18,1237,55,"Gasoline","RENAULT","TWINGO",18,16,150,"Tourism",8614,790
"11047",-717.82,0.8,"Maxi",16,1,"Biannual","No","WorkPrivate","84007","No",44,0,"F","",24,0,5,1560,90,"Diesel","CITROEN","C4",6,1,180,"Commercial",19913,1255
"11048",1039.48,0.5,"Median2",11,2,"Biannual","No","Retired","49007","No",78,0,"F","",38,0,18,1580,89,"Gasoline","PEUGEOT","309",19,18,165,"Tourism",14498,900
"11049",140.94,0.51,"Maxi",1,1,"Biannual","No","WorkPrivate","93048","No",43,0,"F","",23,0,6,1896,90,"Diesel","VOLKSWAGEN","GOLF PLUS",6,5,173,"Tourism",18960,1395
"11050",459.44,0.57,"Maxi",11,1,"Monthly","No","WorkPrivate","24042","Yes",32,36,"F","M",12,17,5,1299,70,"Gasoline","FORD","FIESTA",8,7,161,"Tourism",12500,1030
"11051",1240.89,0.5,"Median2",12,3,"Monthly","No","WorkPrivate","44142","Yes",48,41,"F","F",29,22,12,1994,105,"Diesel","ROVER","620",13,12,185,"Tourism",19666,1330
"11052",1385.9,0.6,"Maxi",1,1,"Monthly","No","WorkPrivate","77053","No",49,0,"F","",25,0,7,1390,98,"Gasoline","RENAULT","CLIO",10,8,186,"Tourism",13750,980
"11053",245.59,0.5,"Median2",26,2,"Biannual","No","WorkPrivate","01069","No",49,0,"M","",30,0,10,1769,60,"Diesel","CITROEN","C15",27,13,134,"Commercial",12190,1530
"11054",1236,0.5,"Maxi",5,3,"Biannual","No","Retired","74241","Yes",72,68,"M","F",37,46,3,2179,161,"Diesel","LAND ROVER","FREELANDER",4,1,181,"Tourism",44780,1835
"11055",2362.7,0.5,"Maxi",1,1,"Quarterly","No","WorkPrivate","39362","No",69,0,"M","",51,0,1,1995,177,"Diesel","BMW","120",4,1,228,"Tourism",36500,1375
"11056",2590.22,0.9,"Maxi",1,1,"Monthly","No","Professional","93051","No",60,0,"M","",41,0,1,1560,90,"Diesel","CITROEN","C4",3,3,180,"Tourism",21550,1257
"11057",-280.02,0.5,"Maxi",9,2,"Yearly","No","WorkPrivate","44055","Yes",64,71,"F","M",44,50,2,998,70,"Gasoline","TOYOTA","YARIS",6,2,155,"Tourism",11950,980
"11058",3288.46,0.5,"Median2",10,2,"Biannual","No","Retired","26235","No",80,0,"M","",61,0,6,1398,70,"Diesel","PEUGEOT","307",9,6,160,"Commercial",15488,1179
"11059",282.48,0.5,"Maxi",12,1,"Biannual","No","WorkPrivate","56015","Yes",54,30,"F","M",33,12,8,1398,68,"Diesel","CITROEN","C3",9,9,158,"Tourism",12900,1058
"11060",-906.65,0.5,"Maxi",8,1,"Monthly","No","WorkPrivate","93029","No",54,0,"M","",35,0,2,1364,90,"Gasoline","OPEL","CORSA",5,3,173,"Tourism",15350,1047
"11061",506.03,0.9,"Median2",6,3,"Yearly","No","Retired","13109","No",83,0,"M","",62,0,13,2826,130,"Diesel","NISSAN","PATROL",13,11,155,"Tourism",33234,1976
"11062",4181.04,0.72,"Median1",14,2,"Yearly","No","WorkPrivate","56132","Yes",39,38,"F","M",20,16,11,1997,90,"Diesel","CITROEN","XANTIA",12,10,175,"Tourism",21724,1365
"11063",451.45,0.9,"Median2",3,2,"Monthly","No","WorkPrivate","36007","No",22,0,"M","",3,0,9,1997,94,"Diesel","PEUGEOT","EXPERT",11,5,160,"Commercial",22306,0
"11064",376.8,0.5,"Maxi",14,2,"Monthly","No","WorkPrivate","10223","Yes",48,45,"M","F",28,3,14,1896,68,"Diesel","SEAT","CORDOBA",18,14,165,"Tourism",13812,1025
"11065",92.27,0.5,"Maxi",14,1,"Biannual","Yes","WorkPrivate","60057","Yes",56,61,"F","M",33,41,3,1598,106,"Gasoline","RENAULT","KANGOO",4,2,170,"Tourism",17300,1398
"11066",1236,0.5,"Maxi",10,1,"Monthly","No","Retired","40097","Yes",78,39,"M","M",52,16,11,1761,111,"Gasoline","PEUGEOT","406",16,14,192,"Tourism",18386,1275
"11067",680.87,0.76,"Maxi",9,6,"Monthly","No","WorkPrivate","62108","No",29,0,"M","",10,0,7,1398,68,"Diesel","CITROEN","C3",9,9,158,"Tourism",12900,1058
"11068",95.5,0.5,"Maxi",8,1,"Biannual","No","WorkPrivate","67523","No",57,0,"M","",38,0,5,1910,150,"Diesel","ALFA ROMEO","GT",7,2,209,"Tourism",30400,1365
"11069",1236,0.5,"Maxi",4,2,"Monthly","No","WorkPrivate","45089","No",41,0,"M","",22,0,5,1560,90,"Diesel","PEUGEOT","307",6,6,179,"Tourism",18600,1193
"11070",2571.96,0.97,"Maxi",2,2,"Yearly","No","Professional","33069","No",41,0,"M","",22,0,4,2488,172,"Diesel","NISSAN","PATHFINDER",4,3,175,"Tourism",38300,2178
"11071",-832.76,0.54,"Maxi",12,1,"Monthly","No","WorkPrivate","94004","No",34,0,"F","",15,0,7,1870,120,"Diesel","RENAULT","SCENIC",7,6,188,"Tourism",25450,1530
"11072",910.35,0.5,"Maxi",9,4,"Biannual","No","Professional","10387","No",38,0,"F","",20,0,6,1997,90,"Diesel","PEUGEOT","307",10,7,179,"Tourism",18100,1243
"11073",106.14,0.5,"Maxi",8,1,"Yearly","No","WorkPrivate","51454","Yes",56,45,"M","F",35,27,1,1390,75,"Gasoline","DACIA","SANDERO",2,1,161,"Tourism",9890,1036
"11074",827.95,0.5,"Median1",3,3,"Yearly","No","WorkPrivate","21590","No",54,0,"F","",36,0,19,1896,75,"Diesel","AUDI","80",20,16,162,"Tourism",20444,1270
"11075",115.99,0.5,"Maxi",10,4,"Biannual","No","WorkPrivate","60176","Yes",43,45,"F","M",25,20,5,1461,85,"Diesel","RENAULT","KANGOO",6,5,157,"Tourism",16850,1065
